student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments
NSFAS003104,Mpho Khumalo,University of Cape Town,Law,2,42.81,41.0,2,0
NSFAS003105,Nomsa Mokoena,University of Stellenbosch,Engineering,3,40.0,63.0,4,3
NSFAS003106,Lindiwe Mhlongo,University of Pretoria,Arts,3,56.79,80.0,1,1
NSFAS003107,Phumzile Mahlangu,North-West University,Law,4,95.0,82.0,0,0
NSFAS003108,Sipho Mkhize,University of Johannesburg,Education,3,60.38,70.0,1,0
NSFAS003109,Kagiso Mhlongo,North-West University,Commerce,1,75.0,95.0,0,3
NSFAS003110,Sipho Mthethwa,University of Cape Town,Arts,3,45.9,,4,4
NSFAS003111,Mpho Mahlangu,University of the Witwatersrand,Commerce,4,54.68,85.0,1,3
NSFAS003112,Thabo Mokoena,University of the Witwatersrand,Arts,2,30.0,65.0,3,3
NSFAS003113,Busisiwe Mokoena,University of the Free State,Law,4,75.0,91.0,1,2
NSFAS003114,Sipho Mabaso,University of Stellenbosch,Law,1,40.0,51.0,2,3
NSFAS003115,Sipho Mkhize,University of Johannesburg,Arts,2,30.0,21.0,4,3
NSFAS003116,Nomsa Mthethwa,University of Cape Town,Engineering,4,40.0,34.0,2,1
NSFAS003117,Kagiso Mthethwa,University of the Free State,Engineering,1,40.0,36.0,4,0
NSFAS003118,Sibusiso Mkhize,University of Cape Town,Engineering,1,65.54,74.0,1,2
NSFAS003119,Sipho Mahlangu,North-West University,Arts,1,75.0,82.0,1,1
NSFAS003120,Sibusiso Mabaso,University of Stellenbosch,Engineering,2,84.98,82.0,0,4
NSFAS003121,Themba Mhlongo,University of Pretoria,Law,3,75.0,90.0,0,3
NSFAS003122,Nomsa Zulu,University of the Free State,Law,1,46.96,42.0,4,1
NSFAS003123,Lerato Khumalo,University of the Witwatersrand,Commerce,2,49.03,65.0,0,2
NSFAS003124,Thabo Nkosi,University of the Witwatersrand,Law,3,30.0,61.0,1,3
NSFAS003125,Nomsa Mthembu,University of KwaZulu-Natal,Commerce,2,40.0,59.0,3,2
NSFAS003126,Sipho Dlamini,University of Johannesburg,Law,2,40.0,20.0,3,4
NSFAS003127,Phumzile Mabaso,University of Johannesburg,Arts,3,57.43,71.0,0,5
NSFAS003128,Tshepo Ngcobo,University of Stellenbosch,Education,4,40.0,63.0,2,3
NSFAS003129,Kagiso Khumalo,University of Pretoria,Law,3,44.63,49.0,4,4
NSFAS003130,Themba Molefe,University of KwaZulu-Natal,Science,2,31.86,64.0,3,5
NSFAS003131,Busisiwe Mthembu,University of Stellenbosch,Education,1,66.84,,0,3
NSFAS003132,Busisiwe Mabaso,University of Cape Town,Science,1,49.0,55.0,3,0
NSFAS003133,Thabo Mthembu,University of Johannesburg,Science,4,63.54,83.0,0,3
NSFAS003134,Busisiwe Mahlangu,University of Pretoria,Law,4,49.83,56.0,3,2
NSFAS003135,Sipho Mthethwa,North-West University,Engineering,3,70.69,95.0,0,5
NSFAS003136,Mpho Ngcobo,University of Pretoria,Engineering,1,68.46,60.0,0,5
NSFAS003137,Tshepo Mhlongo,University of Johannesburg,Commerce,4,40.0,23.0,2,0
NSFAS003138,Lindiwe Dlamini,University of Cape Town,Arts,4,48.14,47.0,2,0
NSFAS003139,Phumzile Mthembu,University of the Free State,Commerce,2,47.03,32.0,4,3
NSFAS003140,Kagiso Mokoena,University of Johannesburg,Engineering,2,40.0,30.0,3,1
NSFAS003141,Sibusiso Mthembu,University of the Witwatersrand,Education,1,61.87,79.0,0,1
NSFAS003142,Tshepo Khumalo,University of the Witwatersrand,Law,4,40.0,41.0,4,2
NSFAS003143,Themba Mhlongo,University of the Free State,Law,1,64.63,70.0,1,5
NSFAS003144,Themba Dlamini,University of Stellenbosch,Education,4,44.95,38.0,4,5
NSFAS003145,Mpho Ngcobo,University of Pretoria,Law,4,42.45,62.0,2,0
NSFAS003146,Nokuthula Zulu,University of the Witwatersrand,Arts,1,73.38,83.0,0,3
NSFAS003147,Thabo Mhlongo,University of the Free State,Law,1,41.01,49.0,4,5
NSFAS003148,Phumzile Khumalo,University of the Witwatersrand,Arts,1,61.86,62.0,1,3
NSFAS003149,Nokuthula Ngcobo,University of the Free State,Law,2,40.0,47.0,3,0
NSFAS003150,Sipho Mthembu,North-West University,Law,2,40.0,51.0,1,5
NSFAS003151,Sibusiso Nkosi,University of the Witwatersrand,Commerce,4,48.76,30.0,3,1
NSFAS003152,Zanele Mabaso,University of the Free State,Arts,3,40.0,56.0,1,4
NSFAS003153,Lerato Mahlangu,University of Cape Town,Science,1,30.0,52.0,3,1
NSFAS003154,Andile Mabaso,North-West University,Commerce,1,53.6,74.0,1,0
NSFAS003155,Sibusiso Mthembu,University of the Free State,Arts,3,40.0,46.0,2,4
NSFAS003156,Mpho Mhlongo,University of the Free State,Arts,3,75.0,95.0,1,2
NSFAS003157,Andile Mokoena,University of Stellenbosch,Engineering,2,30.0,50.0,4,3
NSFAS003158,Nomsa Mahlangu,University of KwaZulu-Natal,Law,3,75.0,95.0,0,3
NSFAS003159,Mpho Mahlangu,University of Stellenbosch,Education,2,40.0,31.0,1,3
NSFAS003160,Lerato Mthembu,University of Pretoria,Science,2,49.13,23.0,4,3
NSFAS003161,Andile Mokoena,University of Stellenbosch,Science,1,30.0,40.0,2,0
NSFAS003162,Lindiwe Mthethwa,University of Pretoria,Engineering,1,40.0,38.0,4,0
NSFAS003163,Nokuthula Mthembu,University of KwaZulu-Natal,Education,1,40.0,64.0,3,4
NSFAS003164,Andile Mthembu,University of Stellenbosch,Commerce,3,75.0,95.0,0,5
NSFAS003165,Zanele Mkhize,University of Cape Town,Science,1,59.98,55.0,3,4
NSFAS003166,Sibusiso Khumalo,North-West University,Arts,1,40.0,32.0,4,3
NSFAS003167,Andile Zulu,University of the Free State,Science,4,66.75,74.0,0,3
NSFAS003168,Themba Mthethwa,University of Pretoria,Engineering,4,75.0,95.0,1,4
NSFAS003169,Lerato Mahlangu,University of Stellenbosch,Law,2,53.08,81.0,1,3
NSFAS003170,Sibusiso Khumalo,North-West University,Law,2,47.37,63.0,0,0
NSFAS003171,Thabo Dlamini,University of Pretoria,Law,3,40.0,55.0,3,2
NSFAS003172,Kagiso Mahlangu,University of Johannesburg,Engineering,3,40.0,60.0,3,2
NSFAS003173,Andile Dlamini,North-West University,Arts,4,52.35,74.0,0,4
NSFAS003174,Sipho Molefe,University of Cape Town,Education,2,40.0,52.0,1,0
NSFAS003175,Kagiso Mabaso,University of Cape Town,Education,4,40.0,60.0,2,0
NSFAS003176,Zanele Mkhize,North-West University,Arts,3,75.0,89.0,1,3
NSFAS003177,Thabo Molefe,University of Pretoria,Education,1,44.96,30.0,1,2
NSFAS003178,Lerato Mahlangu,University of Pretoria,Science,2,40.0,31.0,2,5
NSFAS003179,Nokuthula Mhlongo,University of the Witwatersrand,Commerce,1,75.0,95.0,1,2
NSFAS003180,Nomsa Nkosi,University of KwaZulu-Natal,Science,4,68.51,67.0,0,2
NSFAS003181,Sibusiso Mthembu,University of Stellenbosch,Engineering,1,40.0,28.0,1,5
NSFAS003182,Thabo Mkhize,University of Johannesburg,Law,2,59.29,76.0,0,0
NSFAS003183,Busisiwe Khumalo,University of Johannesburg,Education,4,62.01,61.0,1,3
NSFAS003184,Tshepo Dlamini,University of Pretoria,Arts,4,40.0,31.0,3,3
NSFAS003185,Tshepo Molefe,University of Pretoria,Engineering,3,30.0,52.0,1,0
NSFAS003186,Zanele Mthethwa,University of KwaZulu-Natal,Arts,4,75.0,92.0,1,0
NSFAS003187,Lerato Mokoena,University of Pretoria,Science,2,65.7,77.0,0,4
NSFAS003188,Lindiwe Mabaso,University of Pretoria,Arts,2,40.0,53.0,2,5
NSFAS003189,Thabo Mabaso,University of Cape Town,Science,4,58.53,79.0,1,5
NSFAS003190,Kagiso Mokoena,University of Johannesburg,Commerce,3,63.2,,1,4
NSFAS003191,Tshepo Molefe,North-West University,Arts,2,30.0,62.0,1,5
NSFAS003192,Sibusiso Mhlongo,University of KwaZulu-Natal,Science,2,40.0,27.0,2,2
NSFAS003193,Zanele Mthembu,University of the Free State,Arts,3,40.0,59.0,2,1
NSFAS003194,Zanele Mthethwa,University of KwaZulu-Natal,Education,2,40.0,28.0,2,2
NSFAS003195,Kagiso Mthethwa,University of the Witwatersrand,Arts,4,75.0,79.0,0,5
NSFAS003196,Themba Mthethwa,North-West University,Engineering,2,69.36,67.0,0,2
NSFAS003197,Kagiso Mokoena,University of the Witwatersrand,Science,2,40.0,65.0,2,4
NSFAS003198,Thabo Mhlongo,University of the Witwatersrand,Science,3,56.55,60.0,0,3
NSFAS003199,Mpho Zulu,University of Johannesburg,Arts,4,72.76,93.0,0,4
NSFAS003200,Zanele Mthembu,University of KwaZulu-Natal,Arts,4,75.0,76.0,1,1
NSFAS003201,Andile Mhlongo,University of Cape Town,Law,3,75.0,88.0,1,2
NSFAS003202,Phumzile Zulu,University of the Free State,Engineering,1,40.0,33.0,4,0
NSFAS003203,Kagiso Mthethwa,University of the Witwatersrand,Education,4,95.0,85.0,0,2
NSFAS003204,Sipho Mthethwa,University of the Witwatersrand,Arts,4,40.0,54.0,3,3
NSFAS003205,Andile Mthembu,North-West University,Engineering,2,75.0,95.0,0,0
NSFAS003206,Mpho Ngcobo,University of Cape Town,Law,4,30.0,57.0,3,4
NSFAS003207,Nokuthula Mkhize,University of Pretoria,Commerce,2,75.0,92.0,0,2
NSFAS003208,Mpho Mabaso,University of the Free State,Commerce,1,54.75,56.0,4,0
NSFAS003209,Phumzile Nkosi,North-West University,Education,3,72.41,89.0,1,5
NSFAS003210,Lindiwe Mokoena,University of Stellenbosch,Arts,4,49.0,35.0,2,5
NSFAS003211,Phumzile Nkosi,University of the Witwatersrand,Education,4,30.0,30.0,3,1
NSFAS003212,Thabo Mkhize,North-West University,Science,1,40.0,42.0,3,4
NSFAS003213,Lindiwe Mokoena,University of the Free State,Law,2,30.0,56.0,2,4
NSFAS003214,Andile Mkhize,University of Pretoria,Arts,3,75.0,76.0,1,3
NSFAS003215,Kagiso Mthembu,University of Cape Town,Engineering,3,40.0,37.0,2,1
NSFAS003216,Busisiwe Zulu,University of Stellenbosch,Engineering,4,38.6,43.0,3,5
NSFAS003217,Andile Nkosi,University of Johannesburg,Commerce,1,41.19,37.0,4,0
NSFAS003218,Lindiwe Mokoena,University of Stellenbosch,Law,4,40.0,24.0,1,3
NSFAS003219,Andile Mahlangu,University of the Free State,Commerce,3,70.98,95.0,1,3
NSFAS003220,Sipho Mkhize,University of Johannesburg,Commerce,1,57.51,76.0,1,1
NSFAS003221,Themba Khumalo,University of Johannesburg,Law,4,75.0,88.0,1,2
NSFAS003222,Zanele Ngcobo,University of the Free State,Law,1,75.0,86.0,0,4
NSFAS003223,Andile Dlamini,University of Pretoria,Education,3,49.0,59.0,2,3
NSFAS003224,Sipho Mhlongo,North-West University,Commerce,2,49.0,38.0,1,1
NSFAS003225,Tshepo Khumalo,University of Pretoria,Education,3,40.0,27.0,3,4
NSFAS003226,Zanele Zulu,University of Stellenbosch,Arts,1,49.0,51.0,1,2
NSFAS003227,Phumzile Ngcobo,University of Pretoria,Engineering,4,41.6,41.0,2,1
NSFAS003228,Andile Mabaso,University of Pretoria,Education,4,54.87,58.0,4,4
NSFAS003229,Sibusiso Mkhize,University of the Witwatersrand,Commerce,4,40.0,30.0,4,4
NSFAS003230,Sibusiso Khumalo,University of the Witwatersrand,Engineering,3,48.39,52.0,1,5
NSFAS003231,Busisiwe Mokoena,University of the Free State,Engineering,4,59.06,74.0,0,1
NSFAS003232,Zanele Zulu,North-West University,Arts,2,75.0,89.0,0,2
NSFAS003233,Andile Molefe,University of the Witwatersrand,Education,4,40.0,27.0,1,2
NSFAS003234,Phumzile Mokoena,University of the Witwatersrand,Law,4,75.0,93.0,0,5
NSFAS003235,Busisiwe Mahlangu,North-West University,Science,1,49.0,54.0,4,5
NSFAS003236,Kagiso Mthethwa,University of Cape Town,Science,4,40.0,21.0,2,2
NSFAS003237,Kagiso Mthembu,University of Cape Town,Education,4,30.0,28.0,3,2
NSFAS003238,Nomsa Mabaso,University of Cape Town,Commerce,4,30.0,25.0,3,0
NSFAS003239,Thabo Ngcobo,North-West University,Education,3,57.27,64.0,0,5
NSFAS003240,Nomsa Mabaso,University of Pretoria,Commerce,4,47.36,61.0,0,3
NSFAS003241,Andile Dlamini,University of Stellenbosch,Engineering,1,52.1,67.0,0,0
NSFAS003242,Lindiwe Ngcobo,University of the Free State,Education,2,58.94,64.0,1,2
NSFAS003243,Lindiwe Mabaso,University of the Free State,Education,1,40.0,37.0,2,4
NSFAS003244,Sibusiso Nkosi,University of Cape Town,Engineering,1,30.0,26.0,3,2
NSFAS003245,Mpho Khumalo,North-West University,Science,4,40.0,47.0,4,1
NSFAS003246,Tshepo Zulu,University of the Free State,Arts,2,56.17,68.0,1,2
NSFAS003247,Nomsa Mthethwa,University of Pretoria,Education,1,75.0,95.0,1,5
NSFAS003248,Andile Zulu,University of the Witwatersrand,Education,3,30.0,33.0,4,1
NSFAS003249,Lerato Mokoena,University of Pretoria,Science,2,70.2,91.0,0,5
NSFAS003250,Kagiso Ngcobo,University of Johannesburg,Law,1,41.19,43.0,2,3
NSFAS003251,Kagiso Mkhize,University of the Free State,Science,4,49.0,57.0,1,0
NSFAS003252,Sibusiso Zulu,University of Cape Town,Commerce,4,40.0,57.0,1,2
NSFAS003253,Thabo Mabaso,University of the Free State,Commerce,2,40.0,61.0,3,5
NSFAS003254,Nokuthula Ngcobo,University of Stellenbosch,Commerce,1,74.73,92.0,1,1
NSFAS003255,Lerato Mokoena,North-West University,Education,2,40.0,49.0,1,2
NSFAS003256,Andile Dlamini,North-West University,Arts,3,40.0,38.0,3,0
NSFAS003257,Themba Mabaso,University of Cape Town,Law,4,49.52,30.0,2,4
NSFAS003258,Busisiwe Nkosi,University of Cape Town,Commerce,2,47.4,51.0,4,3
NSFAS003259,Sipho Khumalo,University of the Witwatersrand,Arts,3,40.0,56.0,2,2
NSFAS003260,Sipho Khumalo,North-West University,Science,3,67.68,77.0,1,4
NSFAS003261,Themba Mkhize,University of the Free State,Education,3,30.0,36.0,1,3
NSFAS003262,Sipho Khumalo,North-West University,Engineering,2,50.35,72.0,1,2
NSFAS003263,Tshepo Ngcobo,University of the Witwatersrand,Education,3,40.0,24.0,2,5
NSFAS003264,Tshepo Mthethwa,University of the Witwatersrand,Education,3,68.35,77.0,1,1
NSFAS003265,Sibusiso Mthethwa,University of Cape Town,Science,3,75.0,93.0,1,5
NSFAS003266,Sipho Dlamini,North-West University,Engineering,4,68.88,73.0,0,3
NSFAS003267,Phumzile Mthethwa,University of KwaZulu-Natal,Science,1,43.2,23.0,4,3
NSFAS003268,Zanele Zulu,University of KwaZulu-Natal,Science,3,37.45,34.0,2,3
NSFAS003269,Andile Mhlongo,University of Cape Town,Arts,1,54.51,63.0,1,0
NSFAS003270,Lerato Nkosi,University of KwaZulu-Natal,Science,1,64.63,64.0,1,1
NSFAS003271,Sipho Mokoena,University of Pretoria,Commerce,2,40.0,52.0,4,1
NSFAS003272,Phumzile Mthethwa,University of the Witwatersrand,Arts,3,73.87,82.0,1,0
NSFAS003273,Sipho Mkhize,University of the Witwatersrand,Science,2,37.43,33.0,2,3
NSFAS003274,Mpho Mahlangu,University of KwaZulu-Natal,Law,2,45.27,57.0,4,2
NSFAS003275,Kagiso Mkhize,North-West University,Engineering,4,40.0,59.0,1,5
NSFAS003276,Busisiwe Mkhize,University of KwaZulu-Natal,Education,2,30.0,50.0,3,0
NSFAS003277,Themba Mahlangu,University of the Free State,Commerce,4,67.52,59.0,3,3
NSFAS003278,Thabo Mahlangu,University of Cape Town,Law,4,75.0,95.0,1,0
NSFAS003279,Nokuthula Mthethwa,University of Johannesburg,Education,1,30.0,39.0,2,3
NSFAS003280,Nomsa Dlamini,University of KwaZulu-Natal,Commerce,3,56.67,81.0,0,3
NSFAS003281,Mpho Mokoena,University of Cape Town,Law,4,40.0,62.0,1,2
NSFAS003282,Sipho Dlamini,University of Cape Town,Law,2,30.0,46.0,2,5
NSFAS003283,Sipho Dlamini,University of Stellenbosch,Arts,3,51.67,64.0,0,5
NSFAS003284,Lindiwe Mabaso,University of the Free State,Commerce,4,75.0,85.0,1,1
NSFAS003285,Themba Dlamini,University of KwaZulu-Natal,Science,1,30.0,58.0,3,0
NSFAS003286,Andile Mahlangu,University of Pretoria,Law,1,49.0,22.0,3,2
NSFAS003287,Nokuthula Khumalo,University of Cape Town,Law,1,57.1,85.0,1,1
NSFAS003288,Lindiwe Ngcobo,University of Cape Town,Engineering,3,51.42,76.0,1,2
NSFAS003289,Sipho Mhlongo,University of Cape Town,Law,1,92.51,82.0,1,1
NSFAS003290,Themba Mthembu,University of KwaZulu-Natal,Science,1,40.0,43.0,3,3
NSFAS003291,Zanele Dlamini,University of Stellenbosch,Science,2,40.0,34.0,1,0
NSFAS003292,Themba Dlamini,University of Pretoria,Engineering,1,69.03,64.0,0,2
NSFAS003293,Andile Mahlangu,University of Stellenbosch,Science,1,75.0,81.0,1,3
NSFAS003294,Thabo Ngcobo,University of KwaZulu-Natal,Education,2,40.0,57.0,2,3
NSFAS003295,Nokuthula Nkosi,North-West University,Arts,1,75.0,85.0,1,1
NSFAS003296,Themba Ngcobo,University of Cape Town,Science,1,30.0,50.0,3,1
NSFAS003297,Kagiso Mabaso,University of the Free State,Education,4,75.0,92.0,0,4
NSFAS003298,Nokuthula Nkosi,University of Stellenbosch,Science,2,72.96,90.0,1,5
NSFAS003299,Sibusiso Nkosi,University of Cape Town,Education,2,30.0,39.0,3,0
NSFAS003300,Tshepo Nkosi,University of the Free State,Science,2,30.0,20.0,3,2
NSFAS003301,Phumzile Molefe,University of Pretoria,Engineering,1,69.88,80.0,0,0
NSFAS003302,Nomsa Ngcobo,University of KwaZulu-Natal,Commerce,2,75.0,81.0,1,3
NSFAS003303,Lerato Mabaso,University of Cape Town,Arts,1,40.0,63.0,1,0
NSFAS003304,Andile Mthethwa,University of Pretoria,Commerce,3,75.0,90.0,0,2
NSFAS003305,Sibusiso Ngcobo,University of Pretoria,Science,2,54.33,69.0,1,0
NSFAS003306,Nomsa Molefe,University of the Free State,Science,4,66.99,74.0,1,5
NSFAS003307,Nomsa Zulu,North-West University,Law,4,40.0,36.0,1,2
NSFAS003308,Zanele Mkhize,University of Pretoria,Science,2,75.0,80.0,1,5
NSFAS003309,Sipho Zulu,University of Pretoria,Law,1,40.0,64.0,4,0
NSFAS003310,Thabo Mthembu,University of Stellenbosch,Education,4,52.74,68.0,0,2
NSFAS003311,Sipho Nkosi,University of the Free State,Commerce,4,46.13,42.0,4,1
NSFAS003312,Lerato Mthembu,University of Cape Town,Education,1,75.0,93.0,1,4
NSFAS003313,Thabo Mthembu,University of Pretoria,Law,1,40.0,20.0,4,4
NSFAS003314,Phumzile Molefe,North-West University,Science,2,40.0,47.0,4,0
NSFAS003315,Kagiso Nkosi,University of Cape Town,Engineering,1,55.92,56.0,3,2
NSFAS003316,Lindiwe Dlamini,University of KwaZulu-Natal,Commerce,2,30.0,51.0,1,0
NSFAS003317,Sibusiso Mabaso,University of KwaZulu-Natal,Arts,4,95.0,91.0,0,3
NSFAS003318,Kagiso Mabaso,University of Stellenbosch,Arts,4,40.0,29.0,2,3
NSFAS003319,Phumzile Nkosi,University of KwaZulu-Natal,Commerce,3,40.0,26.0,2,1
NSFAS003320,Sipho Mthembu,University of the Free State,Law,1,49.0,48.0,3,1
NSFAS003321,Mpho Dlamini,University of Cape Town,Commerce,1,30.0,60.0,3,3
NSFAS003322,Lindiwe Dlamini,University of the Free State,Science,4,40.0,29.0,4,4
NSFAS003323,Themba Mthembu,University of the Free State,Engineering,4,40.0,51.0,4,0
NSFAS003324,Lindiwe Zulu,University of Johannesburg,Engineering,3,75.0,75.0,1,0
NSFAS003325,Themba Zulu,University of Pretoria,Arts,1,67.95,72.0,0,3
NSFAS003326,Tshepo Molefe,University of the Free State,Arts,3,75.0,94.0,1,1
NSFAS003327,Thabo Zulu,North-West University,Law,4,40.96,46.0,4,4
NSFAS003328,Sibusiso Mthethwa,North-West University,Arts,1,40.0,25.0,3,5
NSFAS003329,Themba Khumalo,University of the Free State,Science,2,49.66,49.0,4,5
NSFAS003330,Sibusiso Mkhize,University of KwaZulu-Natal,Engineering,2,40.0,34.0,3,1
NSFAS003331,Zanele Mabaso,University of Pretoria,Science,3,75.0,93.0,1,3
NSFAS003332,Nokuthula Mhlongo,University of the Witwatersrand,Science,3,60.65,72.0,1,5
NSFAS003333,Nomsa Mahlangu,University of Stellenbosch,Science,2,43.52,29.0,4,2
NSFAS003334,Themba Mthembu,University of the Free State,Education,4,47.53,39.0,2,0
NSFAS003335,Mpho Ngcobo,University of Pretoria,Commerce,4,75.0,88.0,1,0
NSFAS003336,Kagiso Dlamini,University of KwaZulu-Natal,Commerce,2,51.05,79.0,1,1
NSFAS003337,Sibusiso Mkhize,University of Pretoria,Arts,1,80.46,79.0,1,5
NSFAS003338,Mpho Ngcobo,University of Stellenbosch,Arts,4,30.0,39.0,3,4
NSFAS003339,Lerato Mkhize,University of Cape Town,Science,3,30.0,36.0,2,5
NSFAS003340,Zanele Mabaso,University of KwaZulu-Natal,Commerce,3,49.2,41.0,2,1
NSFAS003341,Lindiwe Mokoena,University of Cape Town,Commerce,1,40.73,58.0,2,0
NSFAS003342,Zanele Mthethwa,University of Cape Town,Arts,1,61.48,58.0,4,2
NSFAS003343,Nokuthula Khumalo,University of the Free State,Law,1,57.13,60.0,1,0
NSFAS003344,Themba Mthembu,North-West University,Engineering,4,66.45,60.0,0,1
NSFAS003345,Zanele Mahlangu,University of the Witwatersrand,Commerce,1,40.0,41.0,1,3
NSFAS003346,Zanele Molefe,University of Stellenbosch,Science,1,75.0,95.0,1,1
NSFAS003347,Nomsa Molefe,University of the Witwatersrand,Engineering,3,40.0,38.0,3,0
NSFAS003348,Kagiso Mabaso,University of Stellenbosch,Law,1,40.0,40.0,2,0
NSFAS003349,Nokuthula Dlamini,University of Pretoria,Law,2,41.36,65.0,4,3
NSFAS003350,Nokuthula Ngcobo,University of Johannesburg,Engineering,1,40.0,62.0,4,2
NSFAS003351,Nokuthula Mokoena,University of Pretoria,Law,3,67.48,67.0,0,3
NSFAS003352,Lerato Dlamini,University of Stellenbosch,Science,4,95.0,95.0,1,5
NSFAS003353,Busisiwe Khumalo,University of Cape Town,Engineering,3,40.0,62.0,4,3
NSFAS003354,Nomsa Mabaso,University of Stellenbosch,Engineering,2,30.0,57.0,1,1
NSFAS003355,Themba Nkosi,University of Cape Town,Commerce,2,30.0,47.0,2,3
NSFAS003356,Nokuthula Mkhize,University of Stellenbosch,Law,1,71.75,89.0,1,5
NSFAS003357,Lerato Nkosi,North-West University,Commerce,1,63.61,68.0,1,4
NSFAS003358,Kagiso Mthembu,University of the Free State,Science,3,48.7,48.0,3,4
NSFAS003359,Mpho Khumalo,University of Pretoria,Engineering,4,73.75,81.0,1,5
NSFAS003360,Busisiwe Mkhize,University of Johannesburg,Education,1,75.0,,1,4
NSFAS003361,Themba Mthembu,University of the Free State,Education,1,49.0,33.0,1,4
NSFAS003362,Thabo Mokoena,University of Cape Town,Law,2,75.0,87.0,0,5
NSFAS003363,Zanele Mabaso,University of the Witwatersrand,Engineering,4,30.0,24.0,3,4
NSFAS003364,Sipho Mokoena,University of Pretoria,Commerce,3,40.0,50.0,2,5
NSFAS003365,Thabo Mokoena,University of Johannesburg,Law,4,49.55,37.0,3,3
NSFAS003366,Busisiwe Molefe,University of Stellenbosch,Commerce,4,71.07,84.0,0,1
NSFAS003367,Busisiwe Molefe,University of Cape Town,Arts,4,50.25,65.0,1,1
NSFAS003368,Sibusiso Nkosi,University of Stellenbosch,Arts,4,40.0,31.0,3,3
NSFAS003369,Sibusiso Mkhize,University of Cape Town,Education,1,40.0,,3,5
NSFAS003370,Themba Dlamini,University of Stellenbosch,Engineering,4,47.23,32.0,4,4
NSFAS003371,Tshepo Dlamini,University of KwaZulu-Natal,Education,1,72.24,95.0,1,0
NSFAS003372,Themba Mthethwa,University of Stellenbosch,Arts,2,48.94,57.0,4,0
NSFAS003373,Thabo Nkosi,University of Pretoria,Education,3,56.65,69.0,0,2
NSFAS003374,Nokuthula Khumalo,University of Cape Town,Commerce,2,49.0,23.0,1,4
NSFAS003375,Tshepo Mabaso,University of Stellenbosch,Education,4,30.0,54.0,1,2
NSFAS003376,Lindiwe Mkhize,University of the Witwatersrand,Law,4,40.0,59.0,4,0
NSFAS003377,Thabo Ngcobo,University of KwaZulu-Natal,Arts,2,40.0,24.0,1,4
NSFAS003378,Andile Nkosi,North-West University,Engineering,3,65.56,69.0,0,5
NSFAS003379,Zanele Nkosi,University of the Witwatersrand,Law,2,75.0,91.0,0,2
